date,close,high,low,open,volume
2012-06-22,4047.550048828125,4059.25,3987.75,4001.14990234375,0
2012-06-25,4018.5,4099.35009765625,4008.14990234375,4063.050048828125,0
2012-06-26,4028.050048828125,4048.0,4005.300048828125,4011.75,0
2012-06-27,4053.300048828125,4079.89990234375,4041.39990234375,4050.199951171875,0
2012-06-28,4049.25,4063.75,4030.25,4055.89990234375,0
2012-06-29,4171.64990234375,4178.0498046875,4090.449951171875,4090.449951171875,0
2012-07-02,4207.64990234375,4219.5498046875,4157.5498046875,4180.14990234375,0
2012-07-03,4245.64990234375,4263.85009765625,4223.7998046875,4223.9501953125,0
2012-07-04,4267.10009765625,4276.4501953125,4243.7998046875,4265.10009765625,0
2012-07-05,4307.0498046875,4311.25,4248.0498046875,4257.0498046875,0
2012-07-06,4320.75,4333.7998046875,4278.2001953125,4305.0498046875,0
2012-07-09,4285.5,4301.0498046875,4258.0498046875,4299.2998046875,0
2012-07-10,4350.7998046875,4355.25,4295.85009765625,4299.39990234375,0
2012-07-11,4331.2998046875,4358.85009765625,4324.9501953125,4327.0498046875,0
2012-07-12,4293.89990234375,4320.7001953125,4272.14990234375,4305.5,0
2012-07-13,4289.64990234375,4332.0,4279.60009765625,4307.10009765625,0
2012-07-16,4285.9501953125,4325.9501953125,4279.7001953125,4296.10009765625,0
2012-07-17,4285.85009765625,4325.7001953125,4270.60009765625,4316.2001953125,0
2012-07-18,4311.5,4317.14990234375,4271.2001953125,4290.25,0
2012-07-19,4331.7998046875,4348.64990234375,4322.75,4339.60009765625,0
2012-07-20,4270.4501953125,4335.0498046875,4263.10009765625,4335.0498046875,0
2012-07-23,4194.9501953125,4239.7998046875,4185.9501953125,4239.7998046875,0
2012-07-24,4200.0498046875,4212.75,4174.5,4197.2001953125,0
2012-07-25,4188.7998046875,4204.4501953125,4171.9501953125,4195.2998046875,0
2012-07-26,4127.35009765625,4204.7001953125,4118.4501953125,4204.7001953125,0
2012-07-27,4159.60009765625,4240.89990234375,4146.39990234375,4197.2998046875,0
2012-07-30,4255.5498046875,4259.85009765625,4191.10009765625,4191.10009765625,0
2012-07-31,4268.14990234375,4273.75,4208.35009765625,4272.0498046875,0
2012-08-01,4298.10009765625,4308.5,4252.75,4254.2001953125,0
2012-08-02,4281.5498046875,4300.10009765625,4258.25,4295.5,0
2012-08-03,4261.0,4266.75,4220.4501953125,4254.7001953125,0
2012-08-06,4328.9501953125,4341.39990234375,4299.7001953125,4299.7001953125,0
2012-08-07,4389.4501953125,4397.0,4326.85009765625,4341.64990234375,0
2012-08-08,4371.14990234375,4412.2001953125,4364.5,4398.7001953125,0
2012-08-09,4321.4501953125,4397.0498046875,4313.75,4385.9501953125,0
2012-08-10,4288.9501953125,4318.5,4256.7998046875,4309.5,0
2012-08-13,4339.10009765625,4344.85009765625,4274.2998046875,4282.35009765625,0
2012-08-14,4357.89990234375,4368.2998046875,4315.4501953125,4342.7001953125,0
2012-08-16,4343.39990234375,4381.7001953125,4336.5498046875,4370.14990234375,0
2012-08-17,4346.60009765625,4377.7001953125,4324.4501953125,4349.0,0
2012-08-21,4398.4501953125,4405.64990234375,4340.9501953125,4351.10009765625,0
2012-08-22,4383.7998046875,4405.60009765625,4370.9501953125,4374.89990234375,0
2012-08-23,4367.75,4419.10009765625,4352.39990234375,4400.10009765625,0
2012-08-24,4332.0,4359.9501953125,4323.39990234375,4348.2001953125,0
2012-08-27,4271.25,4332.64990234375,4267.5498046875,4332.64990234375,0
2012-08-28,4243.9501953125,4274.5,4228.5,4273.14990234375,0
2012-08-29,4214.25,4256.7998046875,4210.5498046875,4255.85009765625,0
2012-08-30,4255.10009765625,4278.2001953125,4181.10009765625,4196.60009765625,0
2012-08-31,4233.25,4278.25,4205.39990234375,4242.0498046875,0
2012-09-03,4218.5,4259.9501953125,4208.5,4244.75,0
2012-09-04,4220.9501953125,4224.2001953125,4180.2001953125,4220.64990234375,0
2012-09-05,4161.14990234375,4211.14990234375,4156.4501953125,4202.60009765625,0
2012-09-06,4178.10009765625,4203.39990234375,4157.60009765625,4166.0498046875,0
2012-09-07,4261.4501953125,4270.14990234375,4236.5,4238.25,0
2012-09-10,4264.2998046875,4288.75,4252.4501953125,4272.2001953125,0
2012-09-11,4309.7001953125,4314.7001953125,4241.39990234375,4241.4501953125,0
2012-09-12,4319.0,4338.75,4295.2998046875,4322.39990234375,0
2012-09-13,4318.7001953125,4339.25,4304.5498046875,4328.4501953125,0
2012-09-14,4482.0498046875,4490.7001953125,4403.10009765625,4403.10009765625,0
2012-09-17,4600.4501953125,4618.60009765625,4540.9501953125,4540.9501953125,0
2012-09-18,4606.5498046875,4611.7001953125,4569.7001953125,4585.89990234375,0
2012-09-20,4549.7998046875,4572.7998046875,4534.14990234375,4558.0,0
2012-09-21,4713.9501953125,4737.64990234375,4571.5498046875,4571.5498046875,0
2012-09-24,4720.25,4766.89990234375,4703.85009765625,4711.14990234375,0
2012-09-25,4730.4501953125,4766.85009765625,4696.9501953125,4725.89990234375,0
2012-09-26,4714.7001953125,4724.89990234375,4678.4501953125,4711.9501953125,0
2012-09-27,4712.10009765625,4745.35009765625,4693.39990234375,4729.5498046875,0
2012-09-28,4735.7001953125,4769.7001953125,4726.7001953125,4738.89990234375,0
2012-10-01,4711.75,4734.85009765625,4693.9501953125,4732.9501953125,0
2012-10-03,4735.7001953125,4744.10009765625,4711.10009765625,4723.75,0
2012-10-04,4823.5498046875,4842.85009765625,4754.35009765625,4754.35009765625,0
2012-10-05,4732.35009765625,4842.75,4263.7998046875,4842.75,0
2012-10-08,4682.0498046875,4745.9501953125,4673.14990234375,4745.9501953125,0
2012-10-09,4710.0498046875,4744.7998046875,4689.14990234375,4717.5498046875,0
2012-10-10,4645.0,4681.64990234375,4640.25,4681.64990234375,0
2012-10-11,4699.0498046875,4711.5498046875,4623.2001953125,4662.4501953125,0
2012-10-12,4669.39990234375,4723.4501953125,4663.39990234375,4711.64990234375,0
2012-10-15,4684.2001953125,4690.5498046875,4631.89990234375,4672.25,0
2012-10-16,4661.0,4722.14990234375,4652.75,4705.14990234375,0
2012-10-17,4671.89990234375,4692.85009765625,4647.75,4687.75,0
2012-10-18,4751.9501953125,4756.35009765625,4669.60009765625,4690.2998046875,0
2012-10-19,4708.10009765625,4752.85009765625,4682.25,4735.5498046875,0
2012-10-22,4742.64990234375,4746.64990234375,4682.2998046875,4684.64990234375,0
2012-10-23,4730.4501953125,4760.4501953125,4716.85009765625,4749.0498046875,0
2012-10-25,4762.10009765625,4772.2001953125,4718.5498046875,4718.5498046875,0
2012-10-29,4709.5498046875,4749.4501953125,4692.14990234375,4717.35009765625,0
2012-10-30,4624.60009765625,4755.10009765625,4610.64990234375,4703.5498046875,0
2012-10-31,4663.0,4671.4501953125,4595.75,4627.4501953125,0
2012-11-01,4683.60009765625,4693.39990234375,4648.0,4657.0,0
2012-11-02,4727.2001953125,4739.10009765625,4713.7998046875,4739.10009765625,0
2012-11-05,4738.14990234375,4742.2001953125,4707.64990234375,4724.7998046875,0
2012-11-06,4770.7998046875,4780.39990234375,4718.0,4718.0,0
2012-11-07,4828.39990234375,4850.7001953125,4761.0,4770.5,0
2012-11-08,4800.35009765625,4808.14990234375,4768.0498046875,4782.5498046875,0
2012-11-09,4752.9501953125,4814.39990234375,4734.75,4793.64990234375,0
2012-11-12,4789.0498046875,4797.64990234375,4748.25,4758.39990234375,0
2012-11-15,4776.39990234375,4781.60009765625,4706.25,4749.89990234375,0
2012-11-16,4690.5498046875,4771.64990234375,4679.60009765625,4760.2998046875,0
2012-11-19,4660.14990234375,4700.10009765625,4642.89990234375,4692.9501953125,0
2012-11-20,4691.2998046875,4716.0498046875,4674.64990234375,4686.39990234375,0
2012-11-21,4730.0498046875,4733.0498046875,4679.64990234375,4702.2998046875,0
2012-11-22,4740.5498046875,4771.10009765625,4734.14990234375,4744.75,0
2012-11-23,4738.75,4756.2001953125,4707.0498046875,4753.2998046875,0
2012-11-26,4723.7998046875,4764.0498046875,4710.25,4764.0498046875,0
2012-11-27,4820.25,4824.89990234375,4750.14990234375,4750.14990234375,0
2012-11-29,4958.39990234375,4972.39990234375,4835.7001953125,4835.75,0
2012-11-30,5045.64990234375,5054.7998046875,4988.25,4988.25,0
2012-12-03,5017.35009765625,5047.14990234375,4992.7998046875,5029.89990234375,0
2012-12-04,5053.7001953125,5061.2001953125,5009.2001953125,5013.7001953125,0
2012-12-05,5075.2001953125,5097.35009765625,5060.2998046875,5073.75,0
2012-12-06,5131.0498046875,5150.14990234375,5034.10009765625,5103.0,0
2012-12-07,5106.85009765625,5148.64990234375,5085.60009765625,5139.0,0
2012-12-10,5139.5498046875,5149.25,5089.75,5114.0498046875,0
2012-12-11,5142.7001953125,5204.60009765625,5106.0498046875,5156.0498046875,0
2012-12-12,5114.25,5158.60009765625,5103.25,5152.2001953125,0
2012-12-13,5096.75,5164.85009765625,5084.0,5124.9501953125,0
2012-12-14,5135.4501953125,5141.35009765625,5080.2001953125,5093.60009765625,0
2012-12-17,5112.7001953125,5150.0498046875,5098.64990234375,5119.5,0
2012-12-18,5146.5,5158.0498046875,5045.2001953125,5127.2998046875,0
2012-12-19,5138.9501953125,5182.25,5129.25,5160.0498046875,0
2012-12-20,5122.89990234375,5147.0498046875,5088.5,5147.0498046875,0
2012-12-21,5065.9501953125,5099.7001953125,5056.9501953125,5099.2998046875,0
2012-12-24,5069.60009765625,5090.9501953125,5055.64990234375,5084.64990234375,0
2012-12-26,5129.7998046875,5143.89990234375,5058.7998046875,5081.35009765625,0
2012-12-27,5110.9501953125,5150.0498046875,5099.7998046875,5147.7998046875,0
2012-12-28,5124.64990234375,5137.5498046875,5094.7998046875,5122.2001953125,0
2012-12-31,5117.39990234375,5134.9501953125,5109.35009765625,5115.5,0
2013-01-01,5174.9501953125,5184.2998046875,5147.4501953125,5150.89990234375,0
2013-01-02,5237.60009765625,5242.0,5208.9501953125,5210.7998046875,0
2013-01-03,5238.9501953125,5255.75,5217.10009765625,5255.75,0
2013-01-04,5237.60009765625,5244.0498046875,5191.9501953125,5236.7001953125,0
2013-01-07,5188.2998046875,5259.25,5176.5,5259.25,0
2013-01-08,5211.85009765625,5220.89990234375,5166.75,5182.25,0
2013-01-09,5191.35009765625,5220.39990234375,5181.5,5211.25,0
2013-01-10,5207.7001953125,5219.35009765625,5173.25,5217.5,0
2013-01-11,5125.2998046875,5220.35009765625,5112.60009765625,5219.5498046875,0
2013-01-14,5187.2998046875,5200.85009765625,5115.85009765625,5127.2001953125,0
2013-01-15,5210.35009765625,5226.25,5161.10009765625,5194.60009765625,0
2013-01-16,5131.2998046875,5205.39990234375,5122.7998046875,5205.0498046875,0
2013-01-17,5119.5,5143.9501953125,5101.5,5122.2998046875,0
2013-01-18,5153.14990234375,5171.64990234375,5133.35009765625,5136.2001953125,0
2013-01-21,5139.60009765625,5160.2998046875,5127.4501953125,5156.2001953125,0
2013-01-22,5111.5498046875,5165.0498046875,5100.5,5133.7001953125,0
2013-01-23,5134.2998046875,5153.7001953125,5089.89990234375,5134.0498046875,0
2013-01-24,5085.60009765625,5140.0498046875,5077.35009765625,5127.0498046875,0
2013-01-25,5132.4501953125,5142.60009765625,5073.0498046875,5089.7998046875,0
2013-01-28,5158.7998046875,5167.25,5129.9501953125,5141.89990234375,0
2013-01-29,5147.14990234375,5216.2001953125,5131.2998046875,5164.75,0
2013-01-30,5152.85009765625,5173.39990234375,5142.60009765625,5162.75,0
2013-01-31,5112.85009765625,5170.5,5105.0498046875,5140.10009765625,0
2013-02-01,5063.60009765625,5127.75,5056.35009765625,5118.0498046875,0
2013-02-04,5086.35009765625,5129.25,5076.2998046875,5087.2001953125,0
2013-02-05,5059.0498046875,5072.5,5039.2001953125,5039.2001953125,0
2013-02-06,5061.2001953125,5097.0498046875,5052.2998046875,5086.5,0
2013-02-07,5049.25,5099.25,5037.9501953125,5042.85009765625,0
2013-02-08,5022.85009765625,5070.89990234375,5004.9501953125,5042.7998046875,0
2013-02-11,5018.7998046875,5037.0498046875,5000.14990234375,5028.2001953125,0
2013-02-12,5031.39990234375,5037.64990234375,5006.64990234375,5017.10009765625,0
2013-02-13,5047.0,5074.14990234375,5038.9501953125,5046.35009765625,0
2013-02-14,5012.60009765625,5053.89990234375,5001.7998046875,5049.7001953125,0
2013-02-15,5020.25,5034.10009765625,4989.2001953125,4999.60009765625,0
2013-02-18,5043.2998046875,5056.64990234375,5015.5,5024.4501953125,0
2013-02-19,5065.9501953125,5071.60009765625,5023.5,5044.5498046875,0
2013-02-20,5046.2001953125,5089.14990234375,5039.64990234375,5085.4501953125,0
2013-02-21,4938.60009765625,5023.2998046875,4932.2001953125,5016.64990234375,0
2013-02-22,4922.5,4950.60009765625,4902.5,4922.7998046875,0
2013-02-25,4928.25,4959.7001953125,4901.35009765625,4945.2998046875,0
2013-02-26,4818.75,4910.9501953125,4805.85009765625,4910.9501953125,0
2013-02-27,4855.0,4873.39990234375,4818.2001953125,4836.2001953125,0
2013-02-28,4685.35009765625,4898.75,4659.35009765625,4883.7001953125,0
2013-03-01,4718.9501953125,4740.2001953125,4678.64990234375,4698.10009765625,0
2013-03-04,4723.85009765625,4738.25,4682.0498046875,4702.75,0
2013-03-05,4798.60009765625,4805.60009765625,4743.7998046875,4749.5,0
2013-03-06,4835.0,4839.2998046875,4809.7998046875,4827.35009765625,0
2013-03-07,4876.35009765625,4887.64990234375,4810.2998046875,4815.7998046875,0
2013-03-08,4988.4501953125,4997.25,4897.5,4897.5,0
2013-03-11,4993.5,5025.5498046875,4981.14990234375,4996.35009765625,0
2013-03-12,4942.5498046875,4999.85009765625,4914.75,4990.60009765625,0
2013-03-13,4834.25,4914.0,4824.25,4913.35009765625,0
2013-03-14,4920.10009765625,4936.85009765625,4752.2998046875,4829.14990234375,0
2013-03-15,4867.10009765625,4949.0498046875,4848.2998046875,4908.0498046875,0
2013-03-18,4829.2998046875,4854.5498046875,4794.10009765625,4808.14990234375,0
2013-03-19,4721.9501953125,4856.75,4694.7998046875,4855.14990234375,0
2013-03-20,4628.64990234375,4729.75,4623.25,4725.25,0
2013-03-21,4644.85009765625,4754.7998046875,4634.35009765625,4638.7998046875,0
2013-03-22,4638.2001953125,4683.2001953125,4624.9501953125,4652.85009765625,0
2013-03-25,4629.60009765625,4717.2998046875,4616.7001953125,4700.14990234375,0
2013-03-26,4667.2998046875,4680.14990234375,4604.39990234375,4607.7001953125,0
2013-03-28,4732.25,4748.2001953125,4621.25,4681.14990234375,0
2013-04-01,4749.5,4770.4501953125,4718.39990234375,4750.10009765625,0
2013-04-02,4764.39990234375,4775.14990234375,4715.7001953125,4753.0498046875,0
2013-04-03,4703.85009765625,4777.25,4682.2998046875,4762.4501953125,0
2013-04-04,4615.25,4666.2001953125,4606.7001953125,4662.9501953125,0
2013-04-05,4578.64990234375,4607.4501953125,4544.0,4603.9501953125,0
2013-04-08,4543.25,4601.5498046875,4539.39990234375,4568.85009765625,0
2013-04-09,4513.14990234375,4622.35009765625,4499.89990234375,4575.7998046875,0
2013-04-10,4613.4501953125,4624.75,4511.60009765625,4545.4501953125,0
2013-04-11,4639.4501953125,4654.10009765625,4592.4501953125,4636.4501953125,0
2013-04-12,4674.10009765625,4687.0498046875,4616.10009765625,4620.89990234375,0
2013-04-15,4711.7001953125,4764.25,4652.7998046875,4657.10009765625,0
2013-04-16,4860.14990234375,4872.0,4709.14990234375,4709.14990234375,0
2013-04-17,4871.9501953125,4948.35009765625,4861.35009765625,4878.5,0
2013-04-18,5000.5498046875,5010.2998046875,4850.10009765625,4850.5,0
2013-04-22,5102.9501953125,5126.64990234375,5010.7998046875,5010.7998046875,0
2013-04-23,5096.5,5113.14990234375,5024.39990234375,5113.14990234375,0
2013-04-25,5191.10009765625,5211.2998046875,5126.0,5132.9501953125,0
2013-04-26,5151.0,5200.64990234375,5128.9501953125,5180.10009765625,0
2013-04-29,5157.75,5176.7998046875,5126.0498046875,5157.2998046875,0
2013-04-30,5123.7001953125,5171.5,5070.10009765625,5164.35009765625,0
2013-05-02,5196.9501953125,5220.39990234375,5119.60009765625,5121.0,0
2013-05-03,5083.2998046875,5183.39990234375,5074.25,5183.39990234375,0
2013-05-06,5079.5498046875,5092.14990234375,5017.10009765625,5079.10009765625,0
2013-05-07,5162.64990234375,5171.5498046875,5084.25,5084.25,0
2013-05-08,5210.5,5233.60009765625,5151.39990234375,5182.10009765625,0
2013-05-09,5185.7001953125,5231.0498046875,5171.85009765625,5228.0498046875,0
2013-05-10,5222.9501953125,5236.0,5167.4501953125,5182.35009765625,0
2013-05-13,5146.25,5253.9501953125,5136.10009765625,5221.35009765625,0
2013-05-14,5161.85009765625,5195.0,5127.0,5147.4501953125,0
2013-05-15,5366.7001953125,5373.85009765625,5188.5,5188.5,0
2013-05-16,5417.60009765625,5431.64990234375,5348.2001953125,5348.2001953125,0
2013-05-17,5440.7998046875,5458.0498046875,5370.5,5410.0,0
2013-05-20,5395.0,5473.10009765625,5381.5498046875,5444.35009765625,0
2013-05-21,5363.5498046875,5429.60009765625,5352.60009765625,5391.2001953125,0
2013-05-22,5348.7998046875,5389.14990234375,5321.35009765625,5378.85009765625,0
2013-05-23,5231.75,5339.35009765625,5217.5,5306.14990234375,0
2013-05-24,5279.7998046875,5296.35009765625,5214.7998046875,5275.9501953125,0
2013-05-27,5367.4501953125,5383.0498046875,5260.2001953125,5270.4501953125,0
2013-05-28,5357.10009765625,5382.2001953125,5326.9501953125,5365.0,0
2013-05-29,5320.0498046875,5354.64990234375,5275.64990234375,5354.64990234375,0
2013-05-30,5310.2998046875,5328.2001953125,5276.2001953125,5276.2001953125,0
2013-05-31,5157.64990234375,5288.5498046875,5146.5498046875,5283.35009765625,0
2013-06-03,5102.75,5165.35009765625,5085.7001953125,5154.75,0
2013-06-04,5048.39990234375,5143.85009765625,5041.9501953125,5114.14990234375,0
2013-06-05,5036.7998046875,5061.35009765625,5005.0,5042.85009765625,0
2013-06-06,5063.39990234375,5107.39990234375,4989.7001953125,5008.39990234375,0
2013-06-07,5014.7998046875,5115.64990234375,5006.0,5042.64990234375,0
2013-06-10,4991.75,5067.25,4969.0498046875,5043.7998046875,0
2013-06-11,4876.2998046875,4967.0,4864.5498046875,4956.5,0
2013-06-12,4849.89990234375,4888.5,4828.5,4860.85009765625,0
2013-06-13,4795.7001953125,4829.89990234375,4784.60009765625,4793.2998046875,0
2013-06-14,4909.35009765625,4916.7001953125,4847.9501953125,4852.25,0
2013-06-17,4942.25,4953.0498046875,4861.39990234375,4911.60009765625,0
2013-06-18,4891.5,4946.89990234375,4881.0498046875,4935.75,0
2013-06-19,4918.89990234375,4924.75,4865.14990234375,4884.10009765625,0
2013-06-20,4736.60009765625,4848.25,4721.0,4848.25,0
2013-06-21,4726.14990234375,4742.4501953125,4674.25,4713.25,0
2013-06-24,4672.89990234375,4697.4501953125,4646.7001953125,4694.85009765625,0
2013-06-25,4659.35009765625,4722.64990234375,4643.5498046875,4687.85009765625,0
2013-06-26,4623.0,4690.14990234375,4607.2998046875,4672.39990234375,0
2013-06-27,4710.10009765625,4721.60009765625,4656.4501953125,4673.0498046875,0
2013-06-28,4882.0,4901.14990234375,4754.14990234375,4754.14990234375,0
2013-07-01,4920.0,4926.89990234375,4869.0498046875,4876.14990234375,0
2013-07-02,4874.39990234375,4937.0,4865.14990234375,4914.4501953125,0
2013-07-03,4762.39990234375,4829.89990234375,4752.0498046875,4829.89990234375,0
2013-07-04,4764.7001953125,4804.60009765625,4726.9501953125,4778.75,0
2013-07-05,4785.7998046875,4823.14990234375,4780.5498046875,4807.60009765625,0
2013-07-08,4691.75,4745.60009765625,4663.89990234375,4742.89990234375,0
2013-07-09,4749.85009765625,4755.4501953125,4718.25,4719.25,0
2013-07-10,4725.4501953125,4781.35009765625,4710.5,4764.10009765625,0
2013-07-11,4845.9501953125,4862.39990234375,4793.60009765625,4794.35009765625,0
2013-07-12,4870.7001953125,4885.14990234375,4814.9501953125,4873.5,0
2013-07-15,4886.85009765625,4895.7001953125,4833.89990234375,4855.9501953125,0
2013-07-16,4671.75,4764.5,4655.25,4764.5,0
2013-07-17,4600.14990234375,4689.39990234375,4555.35009765625,4686.5498046875,0
2013-07-18,4676.2001953125,4694.5,4556.0,4618.64990234375,0
2013-07-19,4583.0498046875,4699.5,4557.9501953125,4689.14990234375,0
2013-07-22,4649.5,4667.5498046875,4570.9501953125,4570.9501953125,0
2013-07-23,4695.75,4709.2998046875,4676.5,4690.4501953125,0
2013-07-24,4510.4501953125,4623.60009765625,4490.5498046875,4623.60009765625,0
2013-07-25,4470.0,4534.64990234375,4463.9501953125,4493.9501953125,0
2013-07-26,4428.7001953125,4510.85009765625,4398.7001953125,4497.75,0
2013-07-29,4380.10009765625,4424.75,4373.9501953125,4417.7998046875,0
2013-07-30,4354.5498046875,4434.35009765625,4343.5,4383.2001953125,0
2013-07-31,4278.39990234375,4342.39990234375,4250.85009765625,4342.39990234375,0
2013-08-01,4336.7001953125,4366.75,4250.2001953125,4319.35009765625,0
2013-08-02,4294.75,4370.2001953125,4272.14990234375,4350.7001953125,0
2013-08-05,4323.89990234375,4333.9501953125,4242.9501953125,4302.89990234375,0
2013-08-06,4145.7998046875,4299.75,4121.64990234375,4299.75,0
2013-08-07,4130.0498046875,4168.5,4103.2001953125,4158.14990234375,0
2013-08-08,4176.35009765625,4209.0,4130.5,4137.35009765625,0
2013-08-12,4174.0498046875,4227.89990234375,4136.39990234375,4199.75,0
2013-08-13,4293.85009765625,4302.7998046875,4119.35009765625,4163.14990234375,0
